"title";"author";"abstract";"year";"keywords"
"1966";"Strategien f{\"u";"Ivo Josef Quirin Maria Balmer and Tobias Bernet";"";2016;"health, factor, prediction, english, proficiency"
"1967";"Azaarenes in fine particulate matter from the atmosphere of a Chinese megacity";"Benjamin Bandowe and Hannah Meusel and Rujin Huang and Thorsten Hoffmann and Junji Cao and Kinfai Ho";"";2016;"climate, variability, air, pollution, future"
"1968";"Occurrence, distribution and health risk from polycyclic aromatic compounds (PAHs, oxygenated-PAHs and azaarenes) in street dust from a major West African Metropolis";"Benjamin Bandowe and Marian Asantewah Nkansah";"";2016;"document, management, digital, transformation, compliance"
"1969";"Clustering of Regional-Scale Extreme Precipitation Events in Southern Switzerland";"Yannick Barton and Paraskevi Giannakaki and Harald von Waldow and Cl{'e";"";2016;"information, retrieval, effectiveness, query, processing"
"1970";"13th Congress Interprevent 2016";"Daniel Benjamin Bernet and Rolf Weingartner and Volker Prasuhn";"";2016;"algorithm, prediction, ensemble, machine, learning"
"1971";"Belastung mineralisch ged{\"u";"Moritz Bigalke and Agnes Rehmus and Anita Keller";"";2016;"locomotion, lateral undulation, snakes, constraints, environments"
"1972";"Soil Contamination with Trace Metals: Quantification, Speciation, and Source Identification";"Moritz Bigalke and Lorenz Schwab and Sebastian Gygax and Adrien Mestrot";"";2016;"deep, learning, neural, data, transfer"
"1973";"Gendered division of labour and feminisation of responsibilities in Kenya; Implications for development interventions.";"Edward Bikketi and Chinwe Ifejika Speranza and Sabin Bieri and Tobias Haller and Urs Martin Wiesmann";"";2016;"innate, immunity, tuberculosis, inflammation, cytokines"
"1974";"Dissolved and colloidal phosphorus fluxes in forest ecosystems-an almost blind spot in ecosystem research";"Roland Bol and Dorit Julich and Dominik Br{\"o";"";2016;"landslide, prediction, machine, learning, model"
"1975";"Sedimentological and geochemical responses of Lake {.Z";"Alicja Bonk and Ma{l";"";2016;"drift, microbial, community, response, disturbance"
"1976";"Large-scale land acquisition and its effects on the water balance in investor and host countries";"Thomas Michael Breu and Christoph Bader and Peter Messerli and Andreas Heinimann and Stephan Rist and Sandra Eckert";"This study examines the validity of the assumption that international large-scale land acquisition (LSLA) is motivated by the desire to secure control over water resources, which is commonly referred to as ?water grabbing?. This assumption was repeatedly expressed in recent years, ascribing the said motivation to the Gulf States in particular. However, it must be considered of hypothetical nature, as the few global studies conducted so far focused primarily on the effects of LSLA on host countries or on trade in virtual water. In this study, we analyse the effects of 475 intended or concluded land deals recorded in the Land Matrix database on the water balance in both host and investor countries. We also examine how these effects relate to water stress and how they contribute to global trade in virtual water. The analysis shows that implementation of the LSLAs in our sample would result in global water savings based on virtual water trade. At the level of individual LSLA host countries, however, water use intensity would increase, particularly in 15 sub-Saharan states. From an investor country perspective, the analysis reveals that countries often suspected of using LSLA to relieve pressure on their domestic water resources{--";2016;"lsa, water, land, trade, global"
"1977";"Trends of mean and extreme temperature indices since 1874 at low-elevation sites in the Southern Alps";"Yuri Brugnara and Renate Auchmann and Stefan Br{\"o";"We describe the recovery of three daily meteorological records for the southern Alps (Domodossola, Riva del Garda, and Rovereto), all starting in the second half of the nineteenth century. We use these new data, along with additional records, to study regional changes in the mean temperature and extreme indices of heat waves and cold spells frequency and duration over the period 1874?2015. The records are homogenized using subdaily cloud cover observations as a constraint for the statistical model, an approach that has never been applied before in the literature. A case study based on a record of parallel observations between a traditional meteorological window and a modern screen shows that the use of cloud cover can reduce the root-mean-square error of the homogenization by up to 30% in comparison to an unaided statistical correction. We find that mean temperature in the southern Alps has increased by 1.4?C per century over the analyzed period, with larger increases in daily minimum temperatures than maximum temperatures. The number of hot days in summer has more than tripled, and a similar increase is observed in duration of heat waves. Cold days in winter have dropped at a similar rate. These trends are mainly caused by climate change over the last few decades.";2016;"southern alps, meteorological records, regional changes, homogenization, temperature increase, heat waves, cold spells frequency"
"1978";"December 1916: Deadly Wartime Weather";"Yuri Brugnara and Stefan Br{\"o";"";2016;"inflammation, camels, health, omega-3, nanoparticles"
"1979";"Vertical distribution of carbon and nitrogen stable isotope ratios in topsoils across a temperate rainforest dune chronosequence in New Zealand";"Melanie Brunn and Leo Condron and Andrew Wells and Sandra Irene Spielvogel and Yvonne Oelmann";"";2016;"brain, inflammation, microglia, regulation, pathology"
"1980";"Brennpunkt Klima Schweiz. Grundlagen, Folgen und Perspektiven";"Stefan Br{\"o";"";2016;"health, education, disparities, children, pandemic"
"1981";"Tambora and the \"Year Without a Summer\" of 1816. A Perspective on Earth and Human Systems Science";"Stefan Br{\"o";"";2016;"brain, activity, mindfulness, emotion, regulation"
"1982";"Tambora und das \"Jahr ohne Sommer\" 1816. Klima, Mensch und Gesellschaft";"Stefan Br{\"o";"";2016;"randomized, controlled, trial, mindfulness, intervention"
"1983";"Multidecadal variations of the effects of the Quasi-Biennial Oscillation on the climate system";"Stefan Br{\"o";"Effects of the Quasi-Biennial Oscillation (QBO) on tropospheric climate are  not  always  strong  or they appear only intermittently. Studying them requires  long time series of both the QBO and climate variables, which has restricted previous studies to the past 30?50 years. Here we use the benefits of an existing QBO reconstruction back to 1908. We first investigate additional, newly digitized historical observations of stratospheric winds to test the reconstruction. Then we use the QBO time series to analyse atmospheric data sets (reconstructions and reanalyses) as well as the results of coupled ocean?atmosphere?chemistry climate model simulations that were forced with the reconstructed QBO. We investigate effects related to (1) tropical?extratropical interaction in the stratosphere, wave?mean flow interaction and subsequent  downward propagation,  and  (2)  interaction  between  deep  tropical  convection and stratospheric flow. We generally find weak connections, though some are statistically significant over the 100-year period and consistent with model results. Apparent multidecadal variations in the connection between the QBO and the investigated  climate  responses are consistent with a small effect in the presence of large variability, with one exception: the imprint on the northern polar vortex, which is seen in recent reanalysis data, is not found in the period 1908?1957. Conversely, an imprint in Berlin surface air temperature is only found in 1908?1957 but not in  the recent period. Likewise, in  the model simulations both links tend to appear alternatingly, suggesting a more systematic modulation due to a shift in the circulation for example. Over the Pacific warm pool, we find increased convection during easterly QBO, mainly in boreal winter in observation-based data as well as in the model simulations, with large variability. No QBO effects were found in the Indian monsoon strength or Atlantic hurricane frequency.";2016;"qbo, strong, intermittently, climate, effects"
"1984";"Sedimentary Bacteriopheophytin a as an indicator of meromixis in varved lake sediments of Lake Jaczno, north-east Poland, CE 1891?2010";"Christoph Florian Butz and Martin Grosjean and Anna Poraj-G{'o";"";2016;"language, processing, bilingualism, cognitive flexibility, executive control"
"1985";"Local views and structural determinants of poverty alleviation through payments for environmental services: Bolivian insights";"Florence B{'e";"";2016;"hotspot, prediction, forecasting, solar, activity"
"1986";"Geographies of Entrepreneurship";"Sandra B{\"u";"";2016;"environmental, perspective, biofeedback, technology, anxiety"
"1987";"The Early Sp{\"o";"Chantal Eva Maria Camenisch and Kathrin Keller and Melanie Salvisberg and Benjamin Jean-Fran{c c";"Throughout the last millennium, mankind was affected by prolonged deviations from the climate mean state. While periods like the Maunder Minimum in the 17th century have been assessed in greater detail, earlier cold periods such as the 15th century received much less attention due to the sparse information available. Based on new evidence from different sources ranging from proxy archives to model simulations, it is now possible to provide an end-to-end assessment about the climate state during an exceptionally cold period in the 15th century, the role of internal, unforced climate variability and external forcing in shaping these extreme climatic conditions, and the impacts on and responses of the medieval society in Central Europe. Climate reconstructions from a multitude of natural and human archives indicate that, during winter, the period of the early Sp{\"o";2016;"millennium, prolonged, cold, climate, medieval"
"1988";"The 1430s: a cold period of extraordinary internal climate variability during the early Sp{\"o";"Chantal Eva Maria Camenisch and Kathrin Keller and Melanie Salvisberg and Benjamin Jean-Fran{c c";"Changes  in  climate  affected  human societies throughout the last millennium. While European cold periods in the 17th and 18th century have been assessed in detail, earlier cold periods received much less attention due to sparse information  available. New evidence from proxy archives, historical  documentary sources and climate model simulations permit us to provide an  interdisciplinary, systematic assessment of an exceptionally cold period in the 15th century. Our assessment includes the role of internal, unforced climate variability and external forcing in shaping extreme climatic conditions and the impacts on and responses of the medieval society in north-western and central Europe. Climate reconstructions from a multitude of natural and anthropogenic archives indicate that the 1430s were the coldest decade in north-western and central Europe in the 15th century. This decade is characterised by cold winters and average to warm summers resulting in a strong seasonal cycle in temperature. Results from comprehensive climate  models  indicate consistently that these conditions occurred by chance  due  to the partly chaotic internal variability within the climate system. External forcing like volcanic eruptions tends to reduce simulated temperature seasonality and cannot explain the reconstructions. The strong seasonal cycle in temperature reduced food production and led to increasing food prices, a subsistence crisis and a famine in parts of Europe. Societies were not prepared to cope with failing markets and interrupted trade routes. In response to the crisis, authorities implemented numerous measures of supply policy and adaptation such as the installation of grain storage capacities to be prepared for future food production shortfalls.";2016;"climate, societies, cold, 15th, impacts"
"1989";"Mutagenicity assessment of aerosols in emissions from domestic combustion processes";"Nuno Canha and Isabel Lopes and Estela Domingos Vicente and Ana M. Vicente and Benjamin Bandowe and Susana Marta Almeida and C{'e";"";2016;"millennials, leadership, remote, virtual, engagement"
"1990";"High-altitude adaptation and late Pleistocene foraging in the Bolivian Andes";"Jos{'e";"";2016;"autism, diagnosis, diffusion, tensor, tractography"
"1991";"Climbing for science and ice: From Hans Kinzl and mountaineering-glaciology to citizen science in the Cordillera Blanca";"Mark Carey and Rodney Garrard and Courtney Cecale and Wouter Buytaert and Christian Huggel and Mathias Vuille";"";2016;"persistence, infection, postnatal, resistant, malaria"
"1992";"Capital Dilemma: Growth and Inequality in Washington, D.C.";"Margaret Cowell and Heike Mayer";"";2016;"blockchains, scalability, challenges, solutions, consensus"
"1993";"From weather observations to atmospheric and climate sciences in Switzerland";"Claudio Defila and Bernard Clot and Fran{c c";"";2016;"sliding, friction, energy, harvester, power"
"1994";"Strengthening the food systems governance evidence base: Supporting commensurability of research through a systematic review of methods";"Aog{'a";"Governance of food systems is a poorly understood determinant of food security. Much scholarship on food systems governance is non-empirical, while existing research is often case study-based and theoretically and methodologically incommensurable. This frustrates aggregation of evidence and generalisation. We undertook a systematic review of methods used in food systems governance research with a view to identifying a core set of indicators for future research. We gathered literature through a structured consultation and sampling from recent reviews. Indicators were identified and classified according to the levels and sectors they investigate. We found a concentration of indicators in food production at local to national levels and a sparseness in distribution and consumption. Unsurprisingly, many indicators of institutional structure were found, while agency-related indicators are moderately represented. We call for piloting and validation of these indicators and for methodological development to fill gaps identified. These efforts are expected to support a more consolidated future evidence base and eventual meta-analysis.";2016;"governance, food, systems, indicators, research"
"1995";"Temperate and boreal forest tree phenology: from organ-scale processes to terrestrial ecosystem models";"Nicolas Delpierre and Yann Vitasse and Isabelle Chuine and Joann{`e";"";2016;"trust, mobile, security, authentication, vulnerabilities"
"1996";"Cultures and Disasters: Understanding Cultural Framings in Disaster Risk Reduction F.Kr{\"u";"Christine Eriksen";"";2016;"brain, schizophrenia, inflammation, neuroinflammation, cytokines"
"1997";"Wildfire survival plans in theory and practice";"Christine Eriksen and Trent Penman and Bronwyn Horsey and Ross Bradstock";"Bushfire survival plans are a valuable tool for residents living in fire-prone landscapes. Plans include assigning trigger points for action, roles for all household members, and alternate approaches should the original plan fail. Fire agencies advocate that residents write, practise and discuss these plans before the fire season. In this study we use a multiple-methods approach to examine the theoretical and actual application of bushfire survival plans in south-east Australia. First, we review agency advice regarding survival plans to determine the consistency, clarity and specificity of the advice. Second, an online survey of residents examines the relationships between types of plans, with the planned action during a wildfire, gender and past experience with fire. Finally, semi-structured interviews with residents who have experienced wildfire examine the reality of decision-making, triggers used for actions and the role of survival plans. The study concludes that: a) fire agencies provide clear and concise information around survival plans despite some variation between states; b) preparation of survival plans is limited by the same range of factors that limit the extent of overall wildfire preparedness; and c) without a written, discussed and practised plan, decision-making during a wildfire may be impaired with potentially fatal consequences.";2016;"bushfire, plans, residents, australia, decision-making"
"1998";"Gendered Dynamics of Wildland Firefighting in Australia";"Christine Eriksen and Gordon Waitt and Carrie Wilkinson";"This article examines the gendered dynamics of wildland firefighting through analysis of employment statistics and in-depth interviews with employees of the National Parks and Wildlife Service in New South Wales, Australia. The statistics suggest increased gender equality for women following the affirmative gender politics of the 1990s in a previously male-dominated workplace. However, we argue these statistics mask how some patterns of practice surrounding fire management continue to reproduce a gendered workplace. Turning to the concept of hegemonic masculinity, we explore the ongoing gendered assumptions of this workplace and identify those that prove most resistant to change around bodies, masculinity, leadership, and parenting. This focuses the spotlight on gender equity. The article considers respect of gender difference in relation to wider questions of mentoring, training and leadership.";2016;"gendered, dynamics, wildland firefighting, workplace, equity"
"1999";"Real-time analysis of d13C- and dD-CH4 in ambient air with laser spectroscopy: Method development, validation and applications";"Simon Eyer and Hubertus Fischer";"About 20 % of the increase in radiative forcing due to human emitted greenhouse gases is attributed to CH4, and thus, reducing CH4 emissions offers a great short-term target in mitigating global warming. However, understanding what controls the global CH4 cycle remains a challenge, as many CH4 sources vary strongly on spatial and temporal scales. Therefore, measuring the isotopic composition of CH4 can provide valuable information to reduce uncertainties in the CH4 emission budget. Up till now, however, high precision measurements of CH4 isotopologues are scarcely available as they are limited to isotope ratio mass spectrometry (IRMS), which is generally a laboratory based technique. This PhD thesis is about the development, validation and application of a field-deployable, fully automated, liquid nitrogen free measurement platform, called TREX-QCLAS, capable of performing real-time, high precision analysis of ambient air 12CH4, 13CH4 and 12CH3D mole fractions and their relative isotope ratios {ensuremath{delta";2016;"ch4, isotopic, trexqclas, emissions, global warming"
"2000";"An approach for the determination of precipitation input for worst-case flood modelling";"Guido Felder and Rolf Weingartner";"";2016;"hemodialysis, mortality, predictors, elderly, cohort"
"2001";"Methoden zur Absch{\"a";"Guido Felder and Rolf Weingartner";"Absch{\"a";2016;"commonly, confounding, dietary, epidemiological, randomized"
"2002";"The Politics of Good Neighbourhood. State, Civil Society and the Enhancement of Cultural Capital in East Central Europe";"B{'e";"";2016;"bilingualism, cognition, plasticity, neural, reserve"
"2003";"Sex-work and Mobility as a Coping Strategy for Marginalized Hungarian Roma Women";"Sascha Finger";"";2016;"interleukin, receptor, activation, inflammation, cytokines"
"2004";"Carpe noctem: Forschen auf dem Strich ? Reflexion ethischer und methodologischer H{\"u";"Sascha Finger";"";2016;"generalization, reinforcement, learning, adversary, neural"
"2005";"Hydro 2016";"A. Foehn and J. Garc{'i";"";2016;"solar, cells, perovskite, deposition, optimization"
"2006";"Development of a regional glycerol dialkyl glycerol tetraether (GDGT)?temperature calibration for Antarctic and sub-Antarctic lakes";"Louise C. Foster and Emma J. Pearson and Steve Juggins and Dominic A. Hodgson and Krystyna Saunders and Elie Verleyen and Stephen J. Roberts";"";2016;"processing, optical, resolution, microscopy,  superresolution"
"2007";"Exceptional integrated vapour transport toward orography: an important precursor to severe floods in Switzerland";"Paul Arnaud Froidevaux and Olivia Romppainen-Martius";"";2016;"interaction, musical, behavior, engagement, emotion"
"2008";"Atlas der Verwundbarkeit und Resilienz - Pilotausgabe zu Deutschland, {\"O";"Sven Fuchs and Margreth Keiler";"";2016;"blockchain, scalability, cryptocurrencies, transactions, proof"
"2009";"13th Congress Interpraevent 2016";"Sven Fuchs and Andreas Paul Zischg and Margreth Keiler";"";2016;"chemicalcompound, diagnosis, volatileorganiccompounds, breathanalysis, noninvasive"
"2010";"Land use and land cover change in Sagarmatha (Mt. Everest) National Park, a UNESCO World Heritage Site in the Himalayas of Eastern Nepal";"Rodney Garrard and Thomas Kohler and F. M. Price and A.C. Byers and A.R. Sherpa and G.M. Maharjan";"";2016;"tinnitus, treatment, sound, therapy, effect"
"2011";"The managerial turn and municipal land-use planning in Switzerland ? evidence from practice";"Jean-David Gerber";"";2016;"networks, graph, community, detection, diffusion"
"2012";"Australasian Temperature Reconstructions Spanning the Last Millennium";"Jo{\"e";"";2016;"wrist, activity, detection, classifier, motion"
"2013";"Viscous-Flow Approach to In Situ Infiltration and In Vitro Saturated Hydraulic Conductivity Determination";"Peter Germann and Michel Karlen";"Infiltration is dominantly gravity driven, and a viscous-flow approach was developed. Laminar film flow equilibrates gravity with the viscous force and a constant flow velocity evolves during a period lasting 3/2 times the duration of a constant input rate, qS. Film thickness F and the specific contact area L of the film per unit soil volume are the key parameters. Sprinkler irrigation produced in situ time series of volumetric water contents, {ensuremath{theta";2016;"infiltration, gravity, viscous-flow, film, sprinkler"
"2014";"Synoptic-scale flow structures associated with extreme precipitation events in northern Switzerland";"Paraskevi Giannakaki and Olivia Romppainen-Martius";"";2016;"adversarial, training, networks, architectures, deep"
"2015";"Mountains of Our Future Earth: Defining Priorities for Mountain Research: A Synthesis From the 2015 Perth III Conference";"Erin Holly Gleeson and Susanne Wymann von Dach and Courtney G. Flint and Gregory Greenwood and Martin F. Price and J{\"o";"";2016;"climate, adaptation, agriculture, impacts, strategies"
"2016";"An insight into pre-Columbian raised fields: the case of San Borja, Bolivian lowlands";"Leonor Maria Gondim Rodrigues and Umberto Lombardo and Mareike Trauerstein and Perrine Huber and Sandra Mohr and Heinz Veit";"";2016;"inflammation, obesity, gut, microbiota, diet"
"2017";"\"We look similar and have the same geographical origin\": translocal encounters of second-generation Eritreans with a new generation of refugees from Eritrea";"Samuel Graf and Susan Thieme";"This article addresses the encounters of second-generation Eritreans with a new generation of refugees from Eritrea in Switzerland and identifies two main types of encounter: direct personal encounters and indirect in the public discourse. It suggests that the recently arrived Eritrean refugees present a new actor within the translocal social field with whom the second-generation Eritreans have to renegotiate their relation. We argue that these encounters frame the second-generation Eritreans' positionality within the translocal social field and influence their identity and their affiliation towards Eritrea and Eritreans. We find that encounters between second-generation Eritreans and new Eritrean arrivals are crucial moments through which second-generation Eritreans form their hybrid identity. Thus, the paper contributes to the debate on identity formation of the second generation by adopting a translocal perspective and provides insights into the diversity in the Eritrean diaspora in Switzerland.";2016;"encounters, translocal, identity, eritrea, diversity"
"2018";"Diversified Long-term Growth: A Winning Portfolio for Mountain Research";"Gregory Greenwood and Erin Holly Gleeson";"";2016;"bacterial, bloodstream, infections, mortality, outcomes"
"2019";"Spinoff dynamics beyond clusters: pre-entry experience and firm survival in peripheral regions";"Antoine Jean Habersetzer";"";2016;"injuries, rugby, professional, risk, patterns"
"2020";"Constitutionality: Conditions for Crafting Local Ownership of Institution-Building Processes";"Tobias Haller and Gregory Acciaioli and Stephan Rist";"This article presents constitutionality as a new approach for analyzing bottom-up institution-building processes emphasizing local perceptions and local agency in common pool resource management. Using four case studies{--";2016;"constitutionality, approach, bottom-up, institution-building, common pool."
"2021";"Reconstruction of atmospheric soot history in inland regions from lake sediments over the past 150 years";"Y. M. Han and C. Wei and R.-J. Huang and Benjamin Bandowe and S. S. H. Ho and J. J. Cao and Z. D. Jin and B. Q. Xu and S. P. Gao and X. X. Tie and Z. S. An and W. Wilcke";"";2016;"nanoparticles, delivery, cancer, therapeutics, targeting"
"2022";"Geographie. Wissen und Verstehen - Ein Handbuch f{\"u";"Martin Hasler and Hans-Rudolf Egli and Matthias Probst and Jeannine Wintzer";"";2016;"individuals, attitudes, sustainability, intention, consumption"
"2023";"Investing in sustainable mountain development: Opportunities, resources and benefits";"Andreas Heinimann and Cornelia Hett";"";2016;"medical, students, mental, health, attitudes"
"2024";"Land as a scarce resource: The 10th Conference of the PLPR, Bern, Switzerland";"Andreas Heinrich Hengstermann and Holtslag-Broekhof Sanne and Val{'e";"In February 2016, the 10th annual conference of the International Academic Association on Planning, Law, and Property Rights (PLPR) was hold at the Institute of Geography, University of Bern (Switzerland). After the springlike conference in Volos (Greece) in the previous year, Bern provided wonderful winter scenery to discuss current research issues under the topic ?Land as a scarce resource?. The topic was even demonstrated in the venue and its surrounding. The medieval Old Town of Bern is a wonderful example of high quality urban design on a very limited amount of land ? and nowadays one of the top ten most liveable cities in the world. About 160 participants from 39 different countries followed the invitation to Switzerland ? tantamount to a new PLPR record.";2016;"conference, planning, property, rights, urban"
"2025";"Effects of polycyclic aromatic compounds in fine particulate matter generated from household coal combustion on response to EGFR mutations in vitro";"Kin-Fai Ho and Chih-Cheng Chang and Linwei Tian and Chi-Sing Chan and Benjamin Bandowe and Ka-Hei Lui and Kang-Yun Lee and Kai-Jen Chuang and Chien-Ying Liu and Zhi Ning and Hsiao-Chi Chuang";"";2016;"mercury, biosensor, electrode, detection, thiol"
"2026";"Brennpunkt Klima Schweiz. Grundlagen, Folgen und Perspektiven";"Martin Hoelzle and Reynald Delaloye and Margreth Keiler and Nadine Salzmann and Yvonne Schaub and Markus Zimmermann";"";2016;"animal, welfare, assessment, piglets, pain"
"2027";"EGU 2016";"Pascal Horton and Rolf Weingartner and Charles Obled and Michel Jaboyedoff";"The Analogue Method (AM) aims at forecasting a local meteorological variable of interest (the predictand), often the daily precipitation total, on the basis of a statistical relationship with synoptic predictor variables. A certain number of similar situations are sampled in order to establish the empirical conditional distribution which is considered as the prediction for a given date. The method is used in operational medium-range forecasting in several hydropower companies or flood forecasting services, as well as in climate impact studies. The statistical relationship is usually established by means of a semi-automatic sequential procedure that has strong limitations: it is made of successive steps and thus cannot handle parameters dependencies, and it cannot automatically optimize certain parameters, such as the selection of the pressure levels and the temporal windows on which the predictors are compared. A global optimization technique based on Genetic Algorithms was introduced in order to surpass these limitations and to provide a fully automatic and objective determination of the AM parameters. The parameters that were previously assessed manually, such as the selection of the pressure levels and the temporal windows, on which the predictors are compared, are now automatically determined. The next question is: Are Genetic Algorithms able to select the meteorological variable, in a reanalysis dataset, that is the best predictor for the considered predictand, along with the analogy criteria itself? Even though we may not find better predictors for precipitation prediction that the ones often used in Europe, due to numerous other studies which consisted in systematic assessments, the ability of an automatic selection offers new perspectives in order to adapt the AM for new predictands or new regions under different meteorological influences.";2016;"analogue, method, optimization, genetic, automatic"
"2028";"Ciencias, di{'a";"Hans Hurni and Urs Martin Wiesmann";"";2016;"dispositional, intelligence, work, performance, cross-sectional"
"2029";"Community-based water development projects, their effectiveness, and options for improvement: lessons from Laikipia, Kenya";"Chinwe Ifejika Speranza and Boniface Kiteme and Urs Martin Wiesmann and Jonas J{\"o";"";2016;"pharmacy, guidelines, dispensing, limitations, study"
"2030";"Umweltpolitik der Schweiz ? ein Lehrbuch";"Karin Mirjam Ingold and Eva Lieberherr and Isabelle Schl{\"a";"Dieses Lehrbuch verfolgt inhaltlich zwei Hauptziele: Erstens bietet es eine Einf{\"u";2016;"hrung in die Sprachwissenschaft und Spracherwerbsforschung. Zweitens, stellt es verschiedene Perspektiven auf den Spracherwerb vor. Das Buch richtet sich an Studierende und Dozenten im Bereich der Sprachwissenschaft."
"2031";"Summer heat waves in southeastern Patagonia: an analysis of the intraseasonal timescale";"Martin Jacques and Stefan Br{\"o";"";2016;"inflammation, autism, brain, microglia, cytokines"
"2032";"The Effects of Migration on Livelihoods, Land Management, and Vulnerability to Natural Disasters in the Harpan Watershed in Western Nepal";"St{'e";"";2016;"sleep, memory, hippocampus, consolidation, learning"
"2033";"Spatial imaginaries and collective identity in women?s human rights struggles in Honduras";"Maaret Jokela-Pansini";"";2016;"survival, melanoma, immunotherapy, resistance, mechanisms"
"2034";"Bern's positioning strategies: Escaping the fate of a secondary capital city?";"David Kaufmann and Martin Victricius Warland and Heike Mayer and Fritz Sager";"Bern is a classic example of a so-called secondary capital city, which is defined as a capital city that is not the primary economic center of its nation. Such capital cities feature a specific political economy characterized by a strong government presence in its regional economy and its local governance arrangements. Bern has been losing importance in the Swiss urban system over the past decades due to a stagnating economy, population decline and missed opportunities for regional cooperation. To re-position itself in the Swiss urban hierarchy, political leaders and policymakers established a non-profit organization called ?Capital Region Switzerland? in 2010 arguing that a capital city should not be measured by economic success only, but by its function as a political center where political decisions are negotiated and implemented. This city profile analyses Bern's strategy and discusses its ambitions and limitations in the context of the city's history, socio-economic and political conditions. We conclude that Bern's positioning strategy has so far been a political success, yet that there are severe limitations regarding advancing economic development. As a result, this re-positioning strategy is not able to address the fundamental economic development challenges that Bern faces as a secondary capital city.";2016;"bern, secondary, capital, economy, strategy"
"2035";"13th Congress Interpraevent 2016";"Margreth Keiler and Benjamin Fischer";"";2016;"computer, vision, reconstruction, depth, learning"
"2036";"Geomorphology and Society";"Margreth Keiler and Sven Fuchs";"";2016;"gravity, cliff, diving, simulation, biomechanics"
"2037";"Integration of space-borne DInSAR data in a multi-method monitoring concept for alpine mass movements";"Robert Kenner and Giulia Chinellato and Christian Iasio and David Mosna and Giovanni Cuozzo and Elisa Benedetti and Maria Grazia Visconti and Michele Manunta and Marcia Phillips and Volkmar Mair and Andreas Paul Zischg and Benni Thiebes and Claudia Strada";"";2016;"sustainable, finance, demand, supply, chains"
"2038";"L?objectivation des impacts paysagers des projets {'e";"Marie-Jo{\"e";"";2016;"pedestrian, detection, deep, learning, network"
"2039";"Brennpunkt Klima Schweiz. Grundlagen, Folgen und Perspektiven";"Isabelle Kull and Markus Zimmermann";"";2016;"depression, remission, inflammation, neuroimaging, treatment"
"2040";"Response of Cu partitioning to flooding: A {ensuremath{delta";"Charirat Kusonwiriyawong and Moritz Bigalke and Florian Abgottspon and Marina Lazarov and Wolfgang Wilcke";"";2016;"attention,monitoring,systematic,review,children"
"2041";"13th Congress Interpraevent 2016";"Rolf K{\"u";"";2016;"high, elevation, pregnancy, outcomes, hypertension"
"2042";"Power Games in Strategy Formation Processes ?  A Performative Interpretation";"Tina Ladwig and Jeannine Wintzer";"The article approaches an understanding of power within strategy formation processes established by verbal and bodily communication. On this note, we examined concepts of power constituted by hierarchy and developed a conceptual framework for a performative interpretation of power. In line with Austin?s (1962) and Butler?s (1990, 1993, 1997) concept of performativity as well as strategy-as-practice research (Balogun et al., 2007; Jarzabkowski & Spee, 2009) we ask: How is persuasion achieved by strategic actors during strategy formation processes? To explore verbal and bodily communication empirically we developed an experimental setting in a small high-tech company located in Germany in December, 2012. The Results indicate that (1) during critical incidents ? when perspectives clash ? actors use arguments to gain persuasion. (2) The data illustrates that independently of their hierarchical position  within  the  company, strategic actors show an equal distribution of argumentative techniques.";2016;"power, strategy, communication, persuasion, hierarchy"
"2043";"Introduction: the stickiness of emotions in the field ? complicating feminist methodologies";"Nicole Lalibert{'e";"This editorial theorizes the emotional entanglements that constitute spaces of fieldwork. Drawing on Sara Ahmed's notion of sticky and circulating emotions, we develop the concept of emotional entanglements as a way to engage with the methodological implications of the emotional turn in geographic research. Beyond providing empirical evidence for research on emotional geographies, we argue that an attention to emotions in fieldwork has the potential to reinvigorate feminist practices of reflexivity and positionality. In addition, a critical engagement with emotions can offer novel epistemological techniques for studying the politics of knowledge production and the landscapes of power in which we, as researchers, are embedded. As the papers of this themed section demonstrate, analysis of emotional entanglements in research pose critical questions with regard to power relations, research ethics and the well-being of research participants and researchers alike. They also make visible how the power relations of sexism, racism, capitalism, nationalism and imperialism permeate and constitute the emotional spaces of the field. We use the notion of emotional entanglements as a way to situate the five articles of the themed section and to highlight the contribution of each paper to debates about the emotional field.";2016;"emotional, entanglements, fieldwork, geography, power"
"2044";"Characterization of chemical components and bioreactivity of fine particulate matter (PM2.5) during incense burning";"K.H. Lui and Benjamin Bandowe and Steven Sai Hang Ho and Hsiao-Chi Chuang and Jun-Ji Cao and Kai-Jen Chuang and S.C. Lee and Di Hu and K.F. Ho";"";2016;"fish, species, diversity, north, pacific"
"2045";"The evolutionary dynamics of entrepreneurial ecosystems";"E. Mack and Heike Mayer";"";2016;"RNA-seq, transcriptome, sarcoidosis, granulomas, inflammation"
"2046";"On temperature stratification in resting and non-accelerated moving air";"Max Margules and Esther Volken and Alena Maria Giesche and Stefan Br{\"o";"This is the edited and translated version of the article by Max Margules \"{\"U";2016;"forest, diversity, species, composition, management"
